disease,source_name,source_url,fetch_status,fetched_at,heading,text
meningitis,CDC Meningitis About,https://www.cdc.gov/meningitis/about/index.html,ok,2026-09-19T01:48:30.412725+00:00,Symptoms in babies,"Newborns and babies may not have, or it may be difficult to notice, the classic symptoms listed above. Instead, babies may"
meningitis,CDC Meningitis About,https://www.cdc.gov/meningitis/about/index.html,ok,2026-09-19T01:48:30.412725+00:00,Symptoms in babies,Be slow or inactive
meningitis,CDC Meningitis About,https://www.cdc.gov/meningitis/about/index.html,ok,2026-09-19T01:48:30.412725+00:00,Symptoms in babies,Be irritable
meningitis,CDC Meningitis About,https://www.cdc.gov/meningitis/about/index.html,ok,2026-09-19T01:48:30.412725+00:00,Symptoms in babies,Vomit
meningitis,CDC Meningitis About,https://www.cdc.gov/meningitis/about/index.html,ok,2026-09-19T01:48:30.412725+00:00,Symptoms in babies,Feed poorly
meningitis,CDC Meningitis About,https://www.cdc.gov/meningitis/about/index.html,ok,2026-09-19T01:48:30.412725+00:00,Symptoms in babies,"Have a bulging fontanelle (the ""soft spot"" on a baby's head)"
meningitis,CDC Meningitis About,https://www.cdc.gov/meningitis/about/index.html,ok,2026-09-19T01:48:30.412725+00:00,Symptoms in babies,Have abnormal reflexes
meningitis,CDC Meningitis About,https://www.cdc.gov/meningitis/about/index.html,ok,2026-09-19T01:48:30.412725+00:00,Testing and diagnosis,"If healthcare providers suspect meningitis, they may collect samples of blood or cerebrospinal fluid (fluid surrounding the spinal cord). Then laboratories can perform specific tests, depending on the type of infection suspected. Knowing the specific cause is important because treatment differs depending on the cause."
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Key facts,Vaccines are the most effective way to deliver long-lasting protection.
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Signs and symptoms,"The symptoms of meningitis can differ based on the cause, how quickly the disease progresses, how long it lasts, brain involvement, and other serious complications like sepsis."
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Signs and symptoms,"Common symptoms of meningitis are fever, neck stiffness, confusion or altered mental status, headache, sensitivity to light, nausea and vomiting. Less frequent symptoms include seizures, coma and neurological deficits, such as weakness of the limbs."
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Signs and symptoms,Infants often have different symptoms compared to adults:
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Signs and symptoms,"unusual behaviour, such as the child being less active and difficult to wake"
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Signs and symptoms,irritability
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Signs and symptoms,"weak, continuous cry"
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Signs and symptoms,poor feeding
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Signs and symptoms,bulging of the soft spot in their head.
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Signs and symptoms,"Some bacterial pathogens may also account for other symptoms as a result of bloodstream infection, which can quickly lead to sepsis, including cold hands and feet, fast breathing and low blood pressure. A characteristic, non-blanching skin rash may appear with meningococcal sepsis."
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Prevention,Vaccines offer the best protection against common types of bacterial meningitis.
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Prevention,Vaccines can prevent meningitis caused by:
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Prevention,Maternal Group B streptococcus vaccines to prevent invasive GBS disease in infants are in the final stages of clinical development.
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Prevention,talk to your doctor or nurse about taking antibiotics (in case of bacterial meningitis)
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,2. Antibiotics for prevention (chemoprophylaxis),Post-exposure prophylaxis with antibiotics is given to close contacts of individuals with meningococcal disease to eradicate asymptomatic meningococcal carriage in the nose and decrease the risk of transmission.
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Diagnosis,"To diagnose meningitis, a lumbar puncture is needed to examine the cerebrospinal fluid (CSF). This should be done before starting antibiotics; however, if bacterial meningitis is suspected based on the signs and symptoms, a lumbar puncture should never delay antibiotic treatment."
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Diagnosis,"Laboratories will then perform specific tests with CSF or blood to identify the pathogen causing the infection. The tests will also help identify the treatments needed, and specifically for bacterial infections the susceptibility to types of antibiotics, as well as identify the strain(s) of the pathogen responsible and inform public health responses."
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Treatment,"Antibiotic treatment should be started as soon as possible when bacterial meningitis is suspected. The first dose of antibiotic treatment should not be delayed until the results of the lumbar puncture are available. The choice of antibiotic treatment should consider the age of the patient, presence of immunosuppression, and local prevalence of antimicrobial resistance patterns. In non-epidemic settings, intravenous corticosteroids (e.g., dexamethasone) are initiated with the first dose of antibiotics to reduce the inflammatory response and the risk of neurological sequelae and death,"
meningitis,WHO Meningitis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/meningitis,ok,2026-09-19T01:48:31.229068+00:00,Treatment,"Those who have lived through meningitis can have complications such as deafness, learning impairment or behavioural problem and require long-term treatment and care. The ongoing psychosocial impacts of disability from meningitis can have medical, educational, social and human rights-based implications. Access to both services and support for these conditions is often insufficient, especially in low- and middle-income countries."
pneumonia,CDC Pneumonia About,https://www.cdc.gov/pneumonia/about/index.html,ok,2026-09-19T01:48:31.873308+00:00,Symptoms,Common symptoms of pneumonia include:
pneumonia,CDC Pneumonia About,https://www.cdc.gov/pneumonia/about/index.html,ok,2026-09-19T01:48:31.873308+00:00,Symptoms,Chest pain when breathing or coughing
pneumonia,CDC Pneumonia About,https://www.cdc.gov/pneumonia/about/index.html,ok,2026-09-19T01:48:31.873308+00:00,Symptoms,Altered mental status (confusion)
pneumonia,CDC Pneumonia About,https://www.cdc.gov/pneumonia/about/index.html,ok,2026-09-19T01:48:31.873308+00:00,Symptoms,Cough
pneumonia,CDC Pneumonia About,https://www.cdc.gov/pneumonia/about/index.html,ok,2026-09-19T01:48:31.873308+00:00,Symptoms,Fatigue (feeling tired)
pneumonia,CDC Pneumonia About,https://www.cdc.gov/pneumonia/about/index.html,ok,2026-09-19T01:48:31.873308+00:00,Symptoms,Fever or chills
pneumonia,CDC Pneumonia About,https://www.cdc.gov/pneumonia/about/index.html,ok,2026-09-19T01:48:31.873308+00:00,Symptoms,"Nausea, vomiting, or diarrhea"
pneumonia,CDC Pneumonia About,https://www.cdc.gov/pneumonia/about/index.html,ok,2026-09-19T01:48:31.873308+00:00,Symptoms,Shortness of breath
pneumonia,WHO Pneumonia Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/pneumonia,ok,2026-09-19T01:48:32.676393+00:00,Key facts,"Pneumonia caused by bacteria can be treated with antibiotics, but only one third of children with pneumonia receive the antibiotics they need."
pneumonia,WHO Pneumonia Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/pneumonia,ok,2026-09-19T01:48:32.676393+00:00,Overview,"Pneumonia is a form of acute respiratory infection that affects the lungs. The lungs are made up of small sacs called alveoli, which fill with air when a healthy person breathes. When an individual has pneumonia, the alveoli are filled with pus and fluid, which makes breathing painful and limits oxygen intake."
pneumonia,WHO Pneumonia Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/pneumonia,ok,2026-09-19T01:48:32.676393+00:00,Treatment,"Pneumonia should be treated with antibiotics. The antibiotic of choice for first line treatment is amoxicillin dispersible tablets. Most cases of pneumonia require oral antibiotics, which are often prescribed at a health centre. These cases can also be diagnosed and treated with inexpensive oral antibiotics at the community level by trained community health workers. Hospitalization is recommended only for severe cases of pneumonia."
pneumonia,WHO Pneumonia Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/pneumonia,ok,2026-09-19T01:48:32.676393+00:00,Prevention,"Preventing pneumonia in children is an essential component of a strategy to reduce child mortality. Immunization against Hib, pneumococcus, measles and whooping cough (pertussis) is the most effective way to prevent pneumonia."
tuberculosis,CDC About Tuberculosis,https://www.cdc.gov/tb/about/index.html,ok,2026-09-19T01:48:33.797955+00:00,Symptoms of active TB disease include:,A cough that lasts three weeks or longer
tuberculosis,CDC About Tuberculosis,https://www.cdc.gov/tb/about/index.html,ok,2026-09-19T01:48:33.797955+00:00,Symptoms of active TB disease include:,Chest pain
tuberculosis,CDC About Tuberculosis,https://www.cdc.gov/tb/about/index.html,ok,2026-09-19T01:48:33.797955+00:00,Symptoms of active TB disease include:,Coughing up blood or sputum (phlegm from deep inside the lungs)
tuberculosis,CDC About Tuberculosis,https://www.cdc.gov/tb/about/index.html,ok,2026-09-19T01:48:33.797955+00:00,Symptoms of active TB disease include:,Weakness or fatigue
tuberculosis,CDC About Tuberculosis,https://www.cdc.gov/tb/about/index.html,ok,2026-09-19T01:48:33.797955+00:00,Symptoms of active TB disease include:,Weight loss
tuberculosis,CDC About Tuberculosis,https://www.cdc.gov/tb/about/index.html,ok,2026-09-19T01:48:33.797955+00:00,Symptoms of active TB disease include:,Loss of appetite
tuberculosis,CDC About Tuberculosis,https://www.cdc.gov/tb/about/index.html,ok,2026-09-19T01:48:33.797955+00:00,Symptoms of active TB disease include:,Chills
tuberculosis,CDC About Tuberculosis,https://www.cdc.gov/tb/about/index.html,ok,2026-09-19T01:48:33.797955+00:00,Symptoms of active TB disease include:,Fever
tuberculosis,CDC About Tuberculosis,https://www.cdc.gov/tb/about/index.html,ok,2026-09-19T01:48:33.797955+00:00,Symptoms of active TB disease include:,Night sweats
tuberculosis,CDC About Tuberculosis,https://www.cdc.gov/tb/about/index.html,ok,2026-09-19T01:48:33.797955+00:00,Symptoms of active TB disease include:,"People with inactive TB do not have symptoms. However, without treatment, they can develop active TB disease and become sick."
tuberculosis,CDC About Tuberculosis,https://www.cdc.gov/tb/about/index.html,ok,2026-09-19T01:48:33.797955+00:00,Prevention,"If you are diagnosed with inactive TB, there are treatments available that can help protect you from getting sick with active TB disease."
tuberculosis,CDC About Tuberculosis,https://www.cdc.gov/tb/about/index.html,ok,2026-09-19T01:48:33.797955+00:00,Treatment,"If you have active TB disease, you can be treated with medicine. You will need to take and finish all of your TB medicine as directed by your health care provider. This is to help you feel better and prevent other people from getting sick."
tuberculosis,CDC TB Signs and Symptoms,https://www.cdc.gov/tb/signs-symptoms/index.html,ok,2026-09-19T01:48:34.818063+00:00,Do you have symptoms of active TB disease?,Contact your health care provider or local health department and ask about TB testing .
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Key facts,Multidrug-resistant TB (MDR-TB) remains a public health crisis and a health security threat. Only about 2 in 5 people with drug-resistant TB accessed treatment in 2024.
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Overview,"Tuberculosis (TB) is an infectious disease caused by bacteria that most often affects the lungs. It spreads through the air when people with TB cough, sneeze or spit."
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Overview,TB disease is usually treated with antibiotics and can be fatal without treatment.
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Overview,"In certain countries, the Bacille Calmette-Guérin (BCG) vaccine is given to babies or small children to prevent TB. The vaccine prevents deaths from TB and protects children from serious forms of TB."
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Overview,diabetes (high blood sugar);
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Symptoms,"In general, people with TB infection don’t feel sick and are not contagious. Only a small proportion of people who get infected with TB will get TB disease and develop symptoms. Babies and children are at higher risk of developing the disease if they are infected."
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Symptoms,"TB disease occurs when bacteria multiply in the body and affect different organs. TB symptoms may be mild for many months, so it is easy to spread TB to others without knowing it. Symptoms depend on which part of the body is affected. While TB usually affects the lungs, it can also affect the kidneys, brain, and spine."
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Symptoms,Some people with TB disease do not have any symptoms but can still spread TB.
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Symptoms,Common symptoms of TB are:
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Symptoms,prolonged cough (sometimes with blood);
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Symptoms,chest pain;
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Symptoms,weakness;
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Symptoms,fatigue;
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Symptoms,weight loss;
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Symptoms,fever; and
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Symptoms,night sweats
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Symptoms,"The symptoms people get depend on which part of the body is affected by TB. While TB usually affects the lungs, it can also involve the kidneys, brain, spine and skin."
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Prevention,"Seek medical attention if you have symptoms like prolonged cough, fever and unexplained weight loss as early treatment for TB can help stop the spread of disease and improve your chances of recovery."
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Prevention,"TB preventive treatment (or TPT) prevents infection from becoming disease. If prescribed TPT, complete the full course."
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Prevention,"If you have TB, practice good hygiene when coughing, including avoiding contact with other people and wearing a mask, covering your mouth and nose when coughing or sneezing, and disposing of sputum and used tissues properly."
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Diagnosis,Rapid diagnostic tests recommended by WHO include biomarker-based point-of-care tests and molecular assays. All these tests are accurate and can provide initial results to guide treatment decisions within 48 hours of sample collection. Use of these tests will lead to major improvements in the early detection of TB and drug-resistant TB.
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Diagnosis,"A tuberculin skin test (TST), interferon gamma release assay (IGRA) or newer antigen-based skin test (TBST) can be used to identify people with TB infection. The results from these TB infection tests are used to identify which individuals with a high risk of TB will benefit most from TB preventive treatment."
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Treatment,Tuberculosis disease is treated with special antibiotics. Treatment is recommended for both TB infection and disease.
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Treatment,The most common antibiotics used are:
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Treatment,"To be effective, medications need to be taken daily for 4–6 months. It is dangerous to stop the medications early or without medical advice as it can prompt TB bacteria in the body to become resistant to the antibiotics."
tuberculosis,WHO Tuberculosis Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/tuberculosis,ok,2026-09-19T01:48:35.877169+00:00,Treatment,TB that doesn’t respond to standard drugs is called drug-resistant TB and requires treatment with different medicines.
typhoid fever,CDC Typhoid Symptoms,https://www.cdc.gov/typhoid-fever/signs-symptoms/index.html,ok,2026-09-19T01:48:36.660493+00:00,Signs and symptoms,Fever is common. The fever can be as high as 103–104°F (39–40°C). The fever usually lasts more than 3 days.
typhoid fever,CDC Typhoid Symptoms,https://www.cdc.gov/typhoid-fever/signs-symptoms/index.html,ok,2026-09-19T01:48:36.660493+00:00,Signs and symptoms,The fever can be as high as 103–104°F (39–40°C).
typhoid fever,CDC Typhoid Symptoms,https://www.cdc.gov/typhoid-fever/signs-symptoms/index.html,ok,2026-09-19T01:48:36.660493+00:00,Signs and symptoms,The fever usually lasts more than 3 days.
typhoid fever,CDC Typhoid Symptoms,https://www.cdc.gov/typhoid-fever/signs-symptoms/index.html,ok,2026-09-19T01:48:36.660493+00:00,Signs and symptoms,"People can have other symptoms, including: Weakness Stomach pain Headache Constipation or diarrhea Cough Loss of appetite"
typhoid fever,CDC Typhoid Symptoms,https://www.cdc.gov/typhoid-fever/signs-symptoms/index.html,ok,2026-09-19T01:48:36.660493+00:00,Signs and symptoms,Weakness
typhoid fever,CDC Typhoid Symptoms,https://www.cdc.gov/typhoid-fever/signs-symptoms/index.html,ok,2026-09-19T01:48:36.660493+00:00,Signs and symptoms,Stomach pain
typhoid fever,CDC Typhoid Symptoms,https://www.cdc.gov/typhoid-fever/signs-symptoms/index.html,ok,2026-09-19T01:48:36.660493+00:00,Signs and symptoms,Headache
typhoid fever,CDC Typhoid Symptoms,https://www.cdc.gov/typhoid-fever/signs-symptoms/index.html,ok,2026-09-19T01:48:36.660493+00:00,Signs and symptoms,Constipation or diarrhea
typhoid fever,CDC Typhoid Symptoms,https://www.cdc.gov/typhoid-fever/signs-symptoms/index.html,ok,2026-09-19T01:48:36.660493+00:00,Signs and symptoms,Cough
typhoid fever,CDC Typhoid Symptoms,https://www.cdc.gov/typhoid-fever/signs-symptoms/index.html,ok,2026-09-19T01:48:36.660493+00:00,Signs and symptoms,Loss of appetite
typhoid fever,CDC Typhoid Symptoms,https://www.cdc.gov/typhoid-fever/signs-symptoms/index.html,ok,2026-09-19T01:48:36.660493+00:00,Signs and symptoms,"Some people get a rash with flat, rose-colored spots."
typhoid fever,CDC Typhoid Symptoms,https://www.cdc.gov/typhoid-fever/signs-symptoms/index.html,ok,2026-09-19T01:48:36.660493+00:00,"The danger might not end, even if your symptoms go away.","If your symptoms go away without treatment, you might still carry the bacteria that made you sick and it can spread to others or cause your illness to return."
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Key facts,"Symptoms include prolonged fever, fatigue, headache, nausea, abdominal pain, and constipation or diarrhoea. Some patients may have a rash. Severe cases may lead to serious complications or even death."
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Key facts,Typhoid fever can be treated with antibiotics although increasing resistance to different types of antibiotics is making treatment more complicated.
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Key facts,The typhoid conjugate vaccine is recommended for use in children from 6 months of age and in adults up to 45 years or 65 years (depending on the vaccine).
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Key facts,Two typhoid conjugate vaccines have been prequalified by WHO since December 2017 and are being introduced into childhood immunization programmes in typhoid endemic countries.
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Overview,"Typhoid fever is a life-threatening infection caused by the bacterium Salmonella Typhi. It is usually spread through contaminated food or water. Once Salmonella Typhi bacteria are ingested, they multiply and spread into the bloodstream."
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Overview,"Urbanization and climate change have the potential to increase the global burden of typhoid. In addition, increasing resistance to antibiotic treatment is making it easier for typhoid to spread in communities that lack access to safe drinking water or adequate sanitation."
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Symptoms,"Salmonella Typhi lives only in humans. Persons with typhoid fever carry the bacteria in their bloodstream and intestinal tract. Symptoms include prolonged high fever, fatigue, headache, nausea, abdominal pain, and constipation or diarrhoea. Some patients may have a rash. Severe cases may lead to serious complications or even death. Typhoid fever can be confirmed through blood testing."
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Treatment,Typhoid fever can be treated with antibiotics. Antimicrobial resistance is common with likelihood of more complicated and expensive treatment options required in the most affected regions.
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Treatment,It is important for people being treated for typhoid fever to do the following:
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Treatment,Take prescribed antibiotics for as long as the doctor has prescribed.
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Prevention,"Typhoid fever is common in places with poor sanitation and a lack of safe drinking water. Access to safe water and adequate sanitation, hygiene among food handlers and typhoid vaccination are all effective in preventing typhoid fever."
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Prevention,"Typhoid conjugate vaccine, consisting of the purified Vi antigen linked to a carrier protein, is given as a single injectable dose in children from 6 months of age and in adults up to 45 years or 65 years (depending on the vaccine)."
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Prevention,"Two additional vaccines have been used for many years in older children and adults at risk of typhoid, including travellers. These vaccines do not provide long-lasting immunity (requiring repeat or booster doses) and are not approved for children younger than 2 years old:"
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Prevention,an injectable vaccine based on the purified antigen for people aged 2 years and above; and
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Prevention,a live attenuated oral vaccine in capsule formulation for people aged over 6 years.
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Prevention,Two typhoid conjugate vaccines have been prequalified by WHO since December 2017 and are being introduced into childhood immunization programmes in typhoid endemic countries.
typhoid fever,WHO Typhoid Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/typhoid,ok,2026-09-19T01:48:37.482164+00:00,Prevention,"All travellers to endemic areas are at potential risk of typhoid fever, although the risk is generally low in tourist and business centres where standards of accommodation, sanitation and food hygiene are high. Typhoid fever vaccination should be offered to travellers to destinations where the risk of typhoid fever is high."
